GENEID	Length
FBGN0031799	4546
FBGN0015623	3344
FBGN0031800	1774
FBGN0031801	1514
FBGN0031802	1722
FBGN0031803	1515
FBGN0031804	1148
FBGN0266003	1610
FBGN0266004	926
FBGN0031805	2309
FBGN0043854	4117
FBGN0259714	3150
FBGN0031808	2154
FBGN0259716	2078
FBGN0259715	1397
FBGN0031811	2643
FBGN0011722	7018
FBGN0263278	1918
FBGN0031813	2887
FBGN0031814	3700
FBGN0031815	2254
FBGN0031816	2252
FBGN0031817	1369
FBGN0259749	2195
FBGN0031818	1944
FBGN0086357	2128
FBGN0267019	270
FBGN0031820	5718
FBGN0031821	1363
FBGN0027496	1105
FBGN0031822	483
FBGN0051638	3212
FBGN0031824	1441
FBGN0031826	1298
FBGN0051637	2672
FBGN0266001	981
FBGN0000320	3690
FBGN0266002	583
FBGN0031829	1470
FBGN0031830	729
FBGN0031832	2343
FBGN0031831	647
FBGN0263916	2385
FBGN0031834	2070
FBGN0031835	8072
FBGN0031836	2405
FBGN0031837	1327
FBGN0266218	367
FBGN0085374	1777
FBGN0051634	2418
FBGN0051635	9511
FBGN0031842	4679
FBGN0051633	1452
FBGN0051636	1567
FBGN0028467	3391
FBGN0031844	1431
FBGN0085339	4571
FBGN0000392	4306
FBGN0263200	1484
FBGN0028990	2283
FBGN0000351	1655
FBGN0031848	977
FBGN0028703	4553
FBGN0031849	1808
FBGN0031850	5017
FBGN0025595	3182
FBGN0031851	1703
FBGN0025777	3066
FBGN0046704	6208
FBGN0031853	3017
FBGN0031854	3076
FBGN0031855	2722
FBGN0051910	905
FBGN0086034	79
FBGN0265257	494
FBGN0031856	1765
FBGN0031857	9867
FBGN0031858	3254
FBGN0015776	2195
FBGN0015777	3568
FBGN0263585	341
FBGN0051631	73
FBGN0042189	844
FBGN0031859	1312
FBGN0031860	1181
FBGN0031861	1280
FBGN0264890	471
FBGN0051632	3744
FBGN0017551	1552
FBGN0086451	6472
FBGN0031865	2745
FBGN0266220	593
FBGN0266219	1272
FBGN0031866	5645
FBGN0262205	91
FBGN0042092	1081
FBGN0031868	3341
FBGN0011737	2652
FBGN0028554	1787
FBGN0052829	865
FBGN0026196	1813
FBGN0263467	101
FBGN0004838	8693
FBGN0262877	774
FBGN0031869	6641
FBGN0031871	2048
FBGN0031872	3276
FBGN0031873	840
FBGN0020616	3634
FBGN0031874	2178
FBGN0031875	1973
FBGN0031876	1230
FBGN0031877	1218
FBGN0031878	2345
FBGN0021944	1467
FBGN0264922	743
FBGN0016978	2948
FBGN0262616	554
FBGN0031879	11820
FBGN0265414	790
FBGN0263026	542
FBGN0263027	1272
FBGN0000053	4780
FBGN0003046	718
FBGN0051908	2135
FBGN0031881	1245
FBGN0031882	2055
FBGN0031883	3222
FBGN0262872	7667
FBGN0031885	5292
FBGN0051907	1574
FBGN0266666	427
FBGN0031886	1290
FBGN0031887	1513
FBGN0031888	2102
FBGN0265822	505
FBGN0085407	6237
FBGN0265823	2960
FBGN0265821	423
FBGN0265824	293
FBGN0031893	2088
FBGN0031894	2764
FBGN0031895	2741
FBGN0031896	2082
FBGN0031897	5455
FBGN0263133	2503
FBGN0266324	470
FBGN0259111	7054
FBGN0264343	854
FBGN0264344	590
FBGN0031900	2185
FBGN0010453	3367
FBGN0051909	628
FBGN0004009	2919
FBGN0266842	576
FBGN0031902	2855
FBGN0031903	2375
FBGN0264872	425
FBGN0002938	5425
FBGN0031904	1898
FBGN0031905	2252
FBGN0031906	1686
FBGN0264888	465
FBGN0031907	1529
FBGN0031908	1123
FBGN0031909	1214
FBGN0031910	1321
FBGN0028387	3569
FBGN0264439	1305
FBGN0262453	98
FBGN0262458	73
FBGN0031912	2451
FBGN0031913	1174
FBGN0031914	3186
FBGN0025697	5563
FBGN0041247	1417
FBGN0045495	4264
FBGN0031918	1163
FBGN0260486	8696
FBGN0031920	2042
FBGN0011283	575
FBGN0264895	7387
FBGN0264891	404
FBGN0267732	510
FBGN0083141	1248
FBGN0266910	321
FBGN0031925	1821
FBGN0031926	2718
FBGN0266034	407
FBGN0266035	374
FBGN0264087	7358
FBGN0040299	7433
FBGN0264997	559
FBGN0031929	1423
FBGN0031930	1350
FBGN0262880	678
FBGN0041182	5288
FBGN0041181	4928
FBGN0266325	1359
FBGN0267326	2184
FBGN0012018	73
FBGN0053296	1949
FBGN0031935	1927
FBGN0031936	2027
FBGN0031937	2499
FBGN0267743	401
FBGN0031939	2765
FBGN0260479	3572
FBGN0014454	858
FBGN0031940	1041
FBGN0031941	547
FBGN0031942	730
FBGN0267282	191
FBGN0267689	2778
FBGN0031945	1643
FBGN0020880	2226
FBGN0003961	1262
FBGN0031946	1236
FBGN0031947	2834
FBGN0031948	2467
FBGN0025687	3495
FBGN0266072	412
FBGN0031950	2560
FBGN0031951	1879
FBGN0031952	5381
FBGN0261800	6282
FBGN0266360	310
FBGN0027515	2804
FBGN0020618	1693
FBGN0004177	3102
FBGN0262546	638
FBGN0031954	811
FBGN0031955	5826
FBGN0040099	3044
FBGN0031957	1346
FBGN0045038	1977
FBGN0266904	390
FBGN0011861	71
FBGN0031959	2552
FBGN0031961	2264
FBGN0261790	521
FBGN0083968	535
FBGN0051902	1270
FBGN0053121	1188
FBGN0085450	8413
FBGN0031968	1896
FBGN0031969	3846
FBGN0031970	2720
FBGN0266331	1639
FBGN0031971	727
FBGN0031972	1502
FBGN0031973	1792
FBGN0031974	995
FBGN0054010	876
FBGN0031975	3129
FBGN0031976	1635
FBGN0031977	1022
FBGN0044323	5928
FBGN0031979	655
FBGN0031980	514
FBGN0065055	162
FBGN0031981	10201
FBGN0011230	16216
FBGN0013531	1037
FBGN0010287	983
FBGN0267488	6296
FBGN0266795	249
FBGN0261822	11657
FBGN0031985	5806
FBGN0031986	1404
FBGN0031987	1165
FBGN0031988	3215
FBGN0031990	6996
FBGN0263561	123
FBGN0261830	593
FBGN0261831	660
FBGN0263256	4619
FBGN0051606	690
FBGN0261064	1846
FBGN0031992	525
FBGN0264953	11090
FBGN0083970	485
FBGN0031995	5507
FBGN0264947	2541
FBGN0031996	1368
FBGN0031997	1636
FBGN0031998	2660
FBGN0264950	2095
FBGN0264951	282
FBGN0264952	267
FBGN0031999	3240
FBGN0003607	1109
FBGN0015299	536
FBGN0032000	864
FBGN0032001	787
FBGN0032002	1011
FBGN0032003	928
FBGN0032004	1105
FBGN0032005	1821
FBGN0032006	6653
FBGN0028987	1213
FBGN0262943	320
FBGN0032008	825
FBGN0262359	577
FBGN0032010	6129
FBGN0003502	9022
FBGN0262374	77
FBGN0011902	73
FBGN0264083	509
FBGN0261020	1335
FBGN0032013	1657
FBGN0032014	1156
FBGN0032015	1245
FBGN0032016	1407
FBGN0032017	1320
FBGN0032018	4972
FBGN0262598	2528
FBGN0032020	888
FBGN0032021	1981
FBGN0032022	976
FBGN0032023	1608
FBGN0032024	1061
FBGN0266911	1620
FBGN0032025	2152
FBGN0051901	1884
FBGN0032026	4778
FBGN0010265	899
FBGN0261437	641
FBGN0260439	2757
FBGN0266880	328
FBGN0032029	2079
FBGN0032030	1089
FBGN0032031	1230
FBGN0032032	1012
FBGN0027094	3289
FBGN0032033	922
FBGN0032034	733
FBGN0263852	526
FBGN0032036	2881
FBGN0262001	604
FBGN0041717	97
FBGN0262002	2377
FBGN0015583	767
FBGN0040098	792
FBGN0266882	904
FBGN0040958	428
FBGN0040959	361
FBGN0032039	1238
FBGN0032040	984
FBGN0051898	1172
FBGN0001084	1688
FBGN0266326	415
FBGN0020497	4492
FBGN0014417	2902
FBGN0032042	3041
FBGN0027932	3972
FBGN0001137	1718
FBGN0027490	3251
FBGN0043002	592
FBGN0002887	3950
FBGN0051897	3369
FBGN0027780	3433
FBGN0026718	2151
FBGN0029173	2149
FBGN0262029	6113
FBGN0053194	686
FBGN0051896	72
FBGN0051892	72
FBGN0264340	632
FBGN0263489	201
FBGN0032047	1454
FBGN0263314	564
FBGN0032048	1295
FBGN0032049	1415
FBGN0032050	2450
FBGN0032051	2522
FBGN0032052	1478
FBGN0032053	628
FBGN0032054	1710
FBGN0032055	1796
FBGN0016122	3198
FBGN0085470	3620
FBGN0250903	3620
FBGN0028394	2635
FBGN0051604	72
FBGN0051603	72
FBGN0011259	10190
FBGN0051895	73
FBGN0264437	747
FBGN0051602	72
FBGN0001114	3373
FBGN0032057	1979
FBGN0051889	72
FBGN0032058	2129
FBGN0051890	72
FBGN0051888	72
FBGN0032059	1133
FBGN0260861	765
FBGN0004914	5377
FBGN0266327	1920
FBGN0032061	1893
FBGN0003209	5011
FBGN0266845	408
FBGN0032065	925
FBGN0032066	3198
FBGN0032067	2953
FBGN0032068	3074
FBGN0032069	3160
FBGN0261627	702
FBGN0029123	4026
FBGN0266905	656
FBGN0266798	4902
FBGN0052986	968
FBGN0052987	1037
FBGN0052988	829
FBGN0052983	821
FBGN0032072	920
FBGN0265587	873
FBGN0265588	1895
FBGN0261630	674
FBGN0085427	8746
FBGN0032074	1391
FBGN0267740	773
FBGN0032075	1230
FBGN0032076	1982
FBGN0032077	1029
FBGN0032078	2378
FBGN0032079	3002
FBGN0032080	3100
FBGN0052985	1962
FBGN0052984	1935
FBGN0032082	2628
FBGN0032083	2719
FBGN0032084	1589
FBGN0040963	646
FBGN0011705	1671
FBGN0032085	1478
FBGN0013746	3235
FBGN0032086	971
FBGN0040964	886
FBGN0015316	1280
FBGN0032087	644
FBGN0032088	1835
FBGN0032089	1184
FBGN0032090	1326
FBGN0265452	913
FBGN0051708	3562
FBGN0265676	576
FBGN0032094	868
FBGN0032095	3378
FBGN0051609	555
FBGN0265675	374
FBGN0032096	1134
FBGN0265828	459
FBGN0265827	353
FBGN0265826	469
FBGN0052982	3648
FBGN0032100	1021
FBGN0032101	966
FBGN0041092	11910
FBGN0051885	74
FBGN0032104	929
FBGN0263985	322
FBGN0032105	1298
FBGN0040097	779
FBGN0267252	12543
FBGN0266800	924
FBGN0262033	504
FBGN0267012	877
FBGN0267013	515
FBGN0032109	2234
FBGN0010314	1147
FBGN0026439	3139
FBGN0032110	1946
FBGN0266037	487
FBGN0263082	360
FBGN0032111	527
FBGN0263323	600
FBGN0085210	795
FBGN0085395	6288
FBGN0264447	1241
FBGN0012036	2070
FBGN0032115	930
FBGN0032116	3337
FBGN0000640	1074
FBGN0262036	817
FBGN0032117	2029
FBGN0011232	3558
FBGN0032119	1333
FBGN0085211	365
FBGN0002973	4916
FBGN0053723	543
FBGN0264269	462
FBGN0004868	2501
FBGN0032120	6463
FBGN0032123	5581
FBGN0032122	1134
FBGN0032124	1733
FBGN0032125	711
FBGN0032126	705
FBGN0032127	1530
FBGN0032129	6900
FBGN0264998	631
FBGN0032130	3400
FBGN0028479	2886
FBGN0051709	1395
FBGN0014179	2173
FBGN0263612	806
FBGN0032131	2077
FBGN0032132	1822
FBGN0019809	2328
FBGN0040070	1357
FBGN0032135	2682
FBGN0051882	834
FBGN0032136	13330
FBGN0053299	825
FBGN0264999	1318
FBGN0000273	5725
FBGN0015393	607
FBGN0011207	2045
FBGN0051710	1495
FBGN0032138	2124
FBGN0028704	9704
FBGN0032139	1006
FBGN0032140	1305
FBGN0015035	1805
FBGN0022720	2976
FBGN0011291	777
FBGN0025117	1748
FBGN0265001	1662
FBGN0032143	1616
FBGN0032144	1350
FBGN0065108	1598
FBGN0065109	1551
FBGN0032147	2097
FBGN0042174	2572
FBGN0032149	1017
FBGN0032150	1094
FBGN0032151	7779
FBGN0264266	447
FBGN0265912	294
FBGN0029174	1587
FBGN0085212	533
FBGN0032153	393
FBGN0032154	1965
FBGN0063449	419
FBGN0063391	81
FBGN0063392	81
FBGN0063389	68
FBGN0025881	113
FBGN0010520	758
FBGN0004867	1208
FBGN0053300	5253
FBGN0032156	3343
FBGN0032157	3076
FBGN0024285	2134
FBGN0040064	1391
FBGN0025700	890
FBGN0032160	1216
FBGN0032161	1103
FBGN0032162	1105
FBGN0032163	1763
FBGN0259712	2717
FBGN0259713	490
FBGN0051876	827
FBGN0051712	3159
FBGN0266359	1602
FBGN0051713	555
FBGN0032166	4136
FBGN0032167	2623
FBGN0267611	2215
FBGN0262428	99
FBGN0032168	1989
FBGN0032169	1731
FBGN0032171	989
FBGN0032170	2735
FBGN0266166	985
FBGN0032172	4140
FBGN0263766	1087
FBGN0015664	2872
FBGN0011272	1203
FBGN0040965	833
FBGN0000180	3276
FBGN0051875	1443
FBGN0051755	4909
FBGN0043456	3150
FBGN0266167	734
FBGN0011584	2459
FBGN0032175	4130
FBGN0032176	2623
FBGN0027600	1149
FBGN0053301	1563
FBGN0266168	928
FBGN0266169	497
FBGN0053302	1229
FBGN0267727	2577
FBGN0032178	1428
FBGN0265002	7309
FBGN0032181	1182
FBGN0083945	2551
FBGN0032184	643
FBGN0032187	6512
FBGN0032188	1389
FBGN0028675	7237
FBGN0051874	1623
FBGN0032189	1259
FBGN0005593	1167
FBGN0085188	936
FBGN0032191	2205
FBGN0032192	1761
FBGN0266139	971
FBGN0032193	772
FBGN0032194	2246
FBGN0024320	5198
FBGN0250843	1070
FBGN0032195	1710
FBGN0032196	1326
FBGN0032197	2388
FBGN0032198	928
FBGN0051720	2836
FBGN0004419	1845
FBGN0024248	3578
FBGN0266330	380
FBGN0000229	2018
FBGN0051717	910
FBGN0010407	2271
FBGN0032200	769
FBGN0026379	3134
FBGN0011305	1760
FBGN0032202	634
FBGN0259482	912
FBGN0032204	1746
FBGN0032205	861
FBGN0260750	1300
FBGN0003751	882
FBGN0260749	4418
FBGN0054043	1227
FBGN0032208	8431
FBGN0032209	713
FBGN0032210	2340
FBGN0266303	543
FBGN0032211	1958
FBGN0005322	1719
FBGN0032213	1401
FBGN0032214	986
FBGN0027491	2040
FBGN0267365	936
FBGN0032216	1632
FBGN0032217	2080
FBGN0032218	2788
FBGN0032219	1507
FBGN0011703	2577
FBGN0032221	2063
FBGN0032222	1473
FBGN0032223	3647
FBGN0019932	1224
FBGN0051715	580
FBGN0032224	1460
FBGN0032225	2086
FBGN0085396	1769
FBGN0032228	1405
FBGN0032229	1175
FBGN0027568	4120
FBGN0003087	978
FBGN0032230	1281
FBGN0032231	1255
FBGN0041723	4685
FBGN0053303	2333
FBGN0032233	2684
FBGN0032234	2557
FBGN0032235	1649
FBGN0004106	1082
FBGN0032236	917
FBGN0000413	3603
FBGN0267439	568
FBGN0262782	1289
FBGN0051716	4475
FBGN0067622	1578
FBGN0032240	1578
FBGN0051718	2263
FBGN0025366	1142
FBGN0003942	592
FBGN0032242	2404
FBGN0032243	3850
FBGN0032244	1134
FBGN0005683	2089
FBGN0032246	1666
FBGN0262601	776
FBGN0267330	1746
FBGN0032247	1050
FBGN0032248	943
FBGN0004915	1604
FBGN0032249	2896
FBGN0032250	1198
FBGN0027052	1277
FBGN0032251	1383
FBGN0266915	385
FBGN0032252	3374
FBGN0065110	1653
FBGN0032253	3248
FBGN0027611	3633
FBGN0051719	3207
FBGN0032256	2013
FBGN0026431	2141
FBGN0032258	2666
FBGN0032259	1705
FBGN0032260	1555
FBGN0086347	4318
FBGN0265155	715
FBGN0032261	889
FBGN0032262	2261
FBGN0021953	3401
FBGN0266458	3401
FBGN0010398	1874
FBGN0032264	2370
FBGN0032265	1371
FBGN0032266	2144
FBGN0265829	663
FBGN0051721	3816
FBGN0032268	758
FBGN0032269	1873
FBGN0250826	497
FBGN0085190	577
FBGN0032271	1963
FBGN0266891	1031
FBGN0051872	3401
FBGN0043825	1539
FBGN0265264	3392
FBGN0265791	533
FBGN0032276	2737
FBGN0267256	405
FBGN0267254	279
FBGN0051871	2332
FBGN0040496	2130
FBGN0265069	330
FBGN0032280	746
FBGN0032281	627
FBGN0032282	983
FBGN0032283	943
FBGN0032284	538
FBGN0032285	1164
FBGN0032286	3044
FBGN0265070	3138
FBGN0023496	1681
FBGN0024740	2292
FBGN0032287	1254
FBGN0265580	633
FBGN0032289	1963
FBGN0032290	1184
FBGN0032291	979
FBGN0032292	964
FBGN0032293	655
FBGN0027868	2715
FBGN0032294	725
FBGN0032295	3310
FBGN0032296	2993
FBGN0263528	103
FBGN0032297	2989
FBGN0027550	2581
FBGN0015320	2252
FBGN0032298	1535
FBGN0032299	469
FBGN0051869	3860
FBGN0265793	671
FBGN0051870	1205
FBGN0265792	1049
FBGN0011676	5224
FBGN0032303	1379
FBGN0032304	1263
FBGN0032305	4511
FBGN0263560	132
FBGN0260454	2398
FBGN0260453	2398
FBGN0069354	1128
FBGN0004363	2858
FBGN0262599	2417
FBGN0027453	1949
FBGN0024227	1183
FBGN0027363	2854
FBGN0264351	875
FBGN0032311	556
FBGN0267009	267
FBGN0267010	371
FBGN0265683	268
FBGN0032312	1232
FBGN0265684	701
FBGN0032313	1229
FBGN0267288	229
FBGN0032314	2093
FBGN0032315	598
FBGN0261871	3039
FBGN0032318	778
FBGN0265685	592
FBGN0265686	351
FBGN0053129	3508
FBGN0032321	1456
FBGN0032322	1013
FBGN0000018	1794
FBGN0010612	789
FBGN0041781	3118
FBGN0004872	3073
FBGN0026148	1240
FBGN0026147	7646
FBGN0000146	3015
FBGN0040096	612
FBGN0015756	916
FBGN0021761	5420
FBGN0032329	1210
FBGN0267425	974
FBGN0250837	824
FBGN0032330	5666
FBGN0023415	886
FBGN0032331	1716
FBGN0040967	514
FBGN0032335	506
FBGN0267289	428
FBGN0263971	450
FBGN0032336	1202
FBGN0032337	1173
FBGN0032338	3075
FBGN0032339	3292
FBGN0032340	4932
FBGN0032341	4820
FBGN0261983	3043
FBGN0032343	2308
FBGN0041246	1623
FBGN0027582	4327
FBGN0032345	953
FBGN0032346	940
FBGN0262647	4747
FBGN0028700	1604
FBGN0032348	4883
FBGN0040211	1445
FBGN0010197	3845
FBGN0051867	839
FBGN0032350	1284
FBGN0259822	8354
FBGN0014076	499
FBGN0032354	1399
FBGN0264441	565
FBGN0264442	7279
FBGN0086035	78
FBGN0040232	7008
FBGN0040233	6970
FBGN0052831	1772
FBGN0265071	521
FBGN0032358	1191
FBGN0020270	2013
FBGN0032359	1211
FBGN0263328	446
FBGN0263874	286
FBGN0265794	316
FBGN0265795	355
FBGN0265796	370
FBGN0032360	853
FBGN0265797	329
FBGN0000287	5536
FBGN0263764	3635
FBGN0261648	6118
FBGN0263087	1726
FBGN0003313	1697
FBGN0032361	1876
FBGN0032362	2954
FBGN0032363	7385
FBGN0032364	2227
FBGN0032365	1574
FBGN0032366	866
FBGN0262683	729
FBGN0028490	2760
FBGN0051706	1625
FBGN0085191	1705
FBGN0261707	2399
FBGN0263386	640
FBGN0265687	1028
FBGN0265688	766
FBGN0015400	6939
FBGN0028412	1342
FBGN0265689	606
FBGN0267327	340
FBGN0032368	1091
FBGN0032369	3830
FBGN0032370	680
FBGN0032371	1666
FBGN0262786	583
FBGN0265690	646
FBGN0265672	382
FBGN0265673	403
FBGN0265670	614
FBGN0265674	570
FBGN0032372	1218
FBGN0264992	813
FBGN0264994	1071
FBGN0032373	2918
FBGN0264993	677
FBGN0259960	527
FBGN0259961	330
FBGN0259962	359
FBGN0032374	1024
FBGN0032375	808
FBGN0032376	1111
FBGN0032377	1596
FBGN0020309	7421
FBGN0086036	91
FBGN0032378	2553
FBGN0264815	7968
FBGN0000588	1704
FBGN0266363	412
FBGN0266364	267
FBGN0266365	584
FBGN0266366	369
FBGN0265349	244
FBGN0259963	337
FBGN0264565	363
FBGN0259964	418
FBGN0264564	439
FBGN0051704	514
FBGN0264750	944
FBGN0040968	1185
FBGN0259989	876
FBGN0032381	1814
FBGN0032382	2328
FBGN0261805	422
FBGN0026392	1137
FBGN0026391	1140
FBGN0026390	1155
FBGN0005664	2261
FBGN0032385	793
FBGN0263019	10706
FBGN0263107	94
FBGN0032387	2300
FBGN0032388	3210
FBGN0085192	478
FBGN0261266	1148
FBGN0032390	987
FBGN0032391	1809
FBGN0051866	1089
FBGN0042127	1389
FBGN0051864	926
FBGN0051865	1093
FBGN0042125	1386
FBGN0032393	1533
FBGN0032394	1033
FBGN0014019	1572
FBGN0265799	372
FBGN0032395	6470
FBGN0265798	1073
FBGN0010497	2426
FBGN0042126	1804
FBGN0032397	2438
FBGN0032398	1882
FBGN0267739	734
FBGN0032399	3980
FBGN0032400	776
FBGN0265800	238
FBGN0032401	2152
FBGN0032402	2486
FBGN0028425	2368
FBGN0032404	1793
FBGN0085193	1771
FBGN0027505	4340
FBGN0032405	2590
FBGN0032406	1035
FBGN0265802	965
FBGN0265801	1270
FBGN0003145	2695
FBGN0265803	765
FBGN0265804	1405
FBGN0032407	1596
FBGN0265805	350
FBGN0032408	1336
FBGN0028707	1114
FBGN0032409	2586
FBGN0029137	2466
FBGN0027081	2896
FBGN0015797	1896
FBGN0263234	1248
FBGN0263235	1147
FBGN0032414	5159
FBGN0032415	944
FBGN0032416	1634
FBGN0051760	4723
FBGN0051861	764
FBGN0051860	2264
FBGN0032419	626
FBGN0032420	1071
FBGN0032421	1033
FBGN0263088	498
FBGN0000114	7791
FBGN0032422	834
FBGN0051759	2402
FBGN0266820	346
FBGN0266821	1042
FBGN0051862	630
FBGN0264361	545
FBGN0262475	6095
FBGN0032424	1413
FBGN0041195	3271
FBGN0043841	2118
FBGN0032428	1326
FBGN0032429	998
FBGN0032430	1815
FBGN0032431	929
FBGN0265298	1987
FBGN0263468	153
FBGN0263469	156
FBGN0020443	4409
FBGN0032433	3025
FBGN0032434	1623
FBGN0032435	2743
FBGN0032436	1196
FBGN0032437	1288
FBGN0259176	12590
FBGN0262203	97
FBGN0051858	718
FBGN0262353	566
FBGN0263458	147
FBGN0261709	827
FBGN0265809	486
FBGN0265808	447
FBGN0265807	962
FBGN0265806	1149
FBGN0085424	5278
FBGN0032439	1749
FBGN0004394	4624
FBGN0032442	2467
FBGN0032444	1916
FBGN0032445	821
FBGN0032446	881
FBGN0032447	2293
FBGN0032448	898
FBGN0032449	1765
FBGN0032450	3392
FBGN0032451	1461
FBGN0032452	913
FBGN0032453	1020
FBGN0032454	3637
FBGN0032455	4389
FBGN0032456	7334
FBGN0032457	1382
FBGN0264366	644
FBGN0015399	5788
FBGN0266305	429
FBGN0266306	316
FBGN0040508	3564
FBGN0040509	3557
FBGN0040510	3567
FBGN0040506	3448
FBGN0265072	790
FBGN0032462	1030
FBGN0263598	2759
FBGN0032464	2445
FBGN0032465	1207
FBGN0265262	2677
FBGN0021796	7987
FBGN0032467	4759
FBGN0028965	1366
FBGN0262160	8998
FBGN0265086	757
FBGN0267003	305
FBGN0267017	541
FBGN0032470	2105
FBGN0265087	417
FBGN0262352	1119
FBGN0032471	4007
FBGN0032472	459
FBGN0040972	409
FBGN0265088	273
FBGN0028410	1303
FBGN0032473	2364
FBGN0032474	2233
FBGN0024291	3809
FBGN0032475	5006
FBGN0264546	314
FBGN0032476	1829
FBGN0032477	1557
FBGN0051849	2199
FBGN0032478	1262
FBGN0032479	5528
FBGN0032480	4085
FBGN0032481	5882
FBGN0032482	2210
FBGN0032483	1042
FBGN0004191	192
FBGN0032484	2703
FBGN0004192	192
FBGN0032485	3184
FBGN0032486	1420
FBGN0032487	980
FBGN0032488	1721
FBGN0032489	656
FBGN0032490	902
FBGN0032491	718
FBGN0032492	1020
FBGN0032493	863
FBGN0027586	1044
FBGN0032494	1079
FBGN0266869	590
FBGN0041720	192
FBGN0003935	127
FBGN0032495	1574
FBGN0051728	2672
FBGN0051851	1168
FBGN0051730	680
FBGN0264894	10317
FBGN0051848	816
FBGN0028406	2146
FBGN0264892	1486
FBGN0032499	2520
FBGN0266307	631
FBGN0051729	5656
FBGN0040973	407
FBGN0264308	6554
FBGN0032503	3020
FBGN0264301	836
FBGN0032505	1248
FBGN0032506	4191
FBGN0032507	1191
FBGN0022069	2882
FBGN0032509	837
FBGN0051852	1335
FBGN0051855	1126
FBGN0032511	871
FBGN0032512	2352
FBGN0032513	2327
FBGN0032514	1972
FBGN0025724	3066
FBGN0032515	2290
FBGN0265810	582
FBGN0032516	1044
FBGN0032517	6023
FBGN0032518	1265
FBGN0032519	825
FBGN0032520	2209
FBGN0265811	871
FBGN0032521	3041
FBGN0003983	491
FBGN0032522	1198
FBGN0032523	737
FBGN0263354	9376
FBGN0264432	1204
FBGN0026760	3181
FBGN0267243	4516
FBGN0032524	1335
FBGN0032525	1960
FBGN0261991	577
FBGN0267244	316
FBGN0261992	503
FBGN0023407	8114
FBGN0053640	537
FBGN0053641	721
FBGN0053642	702
FBGN0053643	537
FBGN0053644	477
FBGN0053645	522
FBGN0028943	488
FBGN0028942	835
FBGN0032530	751
FBGN0028941	1366
FBGN0259984	7100
FBGN0266308	465
FBGN0028513	1684
FBGN0262194	95
FBGN0263329	491
FBGN0028546	1718
FBGN0265939	331
FBGN0028527	3620
FBGN0051814	3986
FBGN0028848	2316
FBGN0028847	1377
FBGN0051813	893
FBGN0267573	2441
FBGN0028541	2669
FBGN0266140	1431
FBGN0262272	89
FBGN0262332	92
FBGN0263206	303
FBGN0028540	2194
FBGN0051845	868
FBGN0024846	1821
FBGN0028932	1232
FBGN0028539	5211
FBGN0266141	711
FBGN0028931	2237
FBGN0028538	5818
FBGN0027844	1456
FBGN0028658	3003
FBGN0028919	1549
FBGN0032533	557
FBGN0001965	5635
FBGN0000153	2135
FBGN0004406	3679
FBGN0001961	1732
FBGN0015271	1687
FBGN0064115	1570
FBGN0004407	1570
FBGN0026373	970
FBGN0260407	707
FBGN0028509	5368
FBGN0053307	1832
FBGN0053306	800
FBGN0028920	1347
FBGN0028534	923
FBGN0028533	1154
FBGN0028532	867
FBGN0266142	637
FBGN0019890	5096
FBGN0012037	2183
FBGN0032535	2222
FBGN0025115	570
FBGN0032536	3426
FBGN0028938	2433
FBGN0261628	983
FBGN0032538	1333
FBGN0028544	1413
FBGN0261514	2877
FBGN0027929	1289
FBGN0028543	1435
FBGN0054003	466
FBGN0028542	1478
FBGN0028936	1395
FBGN0028430	673
FBGN0259896	3292
FBGN0028940	1766
FBGN0028939	2819
FBGN0003255	5386
FBGN0261582	663
FBGN0028909	72
FBGN0027348	2636
FBGN0001967	852
FBGN0266143	931
FBGN0266892	451
FBGN0051840	378
FBGN0028519	2206
FBGN0028872	2036
FBGN0266822	6301
FBGN0028875	9373
FBGN0260011	1282
FBGN0028904	2360
FBGN0028526	1337
FBGN0051769	1086
FBGN0028906	4029
FBGN0263037	2025
FBGN0263038	4314
FBGN0016930	4955
FBGN0265940	403
FBGN0265941	990
FBGN0265147	565
FBGN0261563	13907
FBGN0265942	734
FBGN0052971	912
FBGN0263648	617
FBGN0263649	1860
FBGN0261529	4826
FBGN0028916	4075
FBGN0028531	1841
FBGN0264253	774
FBGN0028530	1433
FBGN0261534	750
FBGN0266144	730
FBGN0262354	491
FBGN0261535	2321
FBGN0015791	1857
FBGN0266145	814
FBGN0001970	2160
FBGN0266428	2019
FBGN0015546	4433
FBGN0020258	2462
FBGN0004858	3326
FBGN0265946	291
FBGN0264810	545
FBGN0028871	813
FBGN0265945	2211
FBGN0267290	601
FBGN0028844	641
FBGN0265943	226
FBGN0265944	713
FBGN0005771	2859
FBGN0028882	72
FBGN0266841	1120
FBGN0267257	2171
FBGN0011862	71
FBGN0011863	71
FBGN0011864	71
FBGN0053648	951
FBGN0011865	71
FBGN0011866	71
FBGN0266146	988
FBGN0250844	1333
FBGN0266147	566
FBGN0266148	543
FBGN0266149	578
FBGN0028913	712
FBGN0266150	625
FBGN0261566	251
FBGN0028912	72
FBGN0003016	6846
FBGN0028911	72
FBGN0028910	72
FBGN0263330	364
FBGN0000055	2254
FBGN0000056	2116
FBGN0028855	701
FBGN0085194	686
FBGN0261571	5002
FBGN0266151	448
FBGN0051835	1225
FBGN0028537	613
FBGN0260953	1225
FBGN0260954	613
FBGN0085195	613
FBGN0261567	344
FBGN0260955	279
FBGN0267016	210
FBGN0267015	306
