"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010506","GO:0010506","regulation of autophagy","157/5279","305/16438",1.27697532942643e-12,7.19633642464947e-10,5.99750709744009e-10,"ABL1/ABL2/ACER2/ADRB2/AKT1/ATF6/ATG16L1/ATG7/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E2/ATP6V1A/ATP6V1B1/ATP6V1B2/ATP6V1C1/ATP6V1G1/ATP6V1G2/ATP6V1H/BAD/BAG3/BCL2L11/BID/BNIP3L/C9orf72/CAPN1/CAPNS1/CASP3/CDK5/CDK5R1/CHMP4A/CHMP4B/CLEC16A/CLN3/CTSA/CTTN/DAPK1/DCAF12/DDIT3/DEPDC5/DRAM1/DRAM2/EEF1A1/EEF1A2/EHMT2/EIF4G1/EIF4G2/ERN1/EXOC4/EXOC7/EXOC8/FBXL2/FBXO7/FBXW7/FEZ1/FOXK1/FOXK2/FYCO1/FZD5/GATA4/GBA/GPR137/GSK3A/HIF1A/HMGB1/HMOX1/HSPB1/HSPB8/HTT/IFI16/IRGM/ITPR1/KAT5/KDM4A/KEAP1/LAMP3/LARP1/LEPR/MAPK3/MAPT/MID2/MTDH/MTMR4/MTOR/NAMPT/NOD2/NRBP2/NUPR1/OPTN/PARK7/PHF23/PIK3CB/PIP4K2B/PIP4K2C/PLEKHF1/PLK2/PLK3/POLDIP2/PRKAA2/PRKACA/RAB39B/RAB3GAP1/RAB8A/RALB/RIPK2/RNF152/ROCK1/RPTOR/RRAGA/RRAGC/RRAGD/SCFD1/SESN2/SESN3/SIRT2/SMCR8/SNRNP70/SNX32/SREBF1/STAT3/SUPT5H/SVIP/TAB2/TBC1D14/TBC1D25/TBK1/TMEM39A/TMEM59/TP53INP1/TP53INP2/TPCN2/TRIB3/TRIM13/TRIM14/TRIM5/TRIM6/TRIM65/TRIM8/TSC2/TSPO/UBQLN4/UCHL1/UFL1/USP10/USP13/USP33/VDAC1/VPS13D/VPS26A/VPS26B/VPS35/WAC/WDR41/WDR6/ZC3H12A/ZMPSTE24",157
"GO:0006403","GO:0006403","RNA localization","108/5279","190/16438",1.47774996294699e-12,7.63381001692365e-10,6.36210247205598e-10,"ALKBH5/ALYREF/ARC/ATR/ATXN2/BICD1/CASC3/CCT2/CCT3/CCT5/CCT6A/CCT7/CETN2/CETN3/CHTOP/DCP2/DDX19A/DDX39A/DHX9/DKC1/EIF4A3/EIF5A/EIF5AL1/ENY2/EXOSC10/EXOSC3/FBL/FMR1/FYTTD1/GLE1/HNRNPA3/HNRNPU/HSF1/IGF2BP1/IGF2BP2/KHDRBS1/KHSRP/MCM3AP/MVP/MYO1C/NCBP1/NHP2/NOL6/NOP10/NSUN2/NUP107/NUP133/NUP188/NUP205/NUP210/NUP214/NUP50/NUP54/NUP85/NUP88/NUP93/NUP98/NUTF2/NXF1/NXF3/NXT1/NXT2/PABPN1/PARN/PHAX/PIH1D1/POLDIP3/POLR2D/POM121/POM121C/POM121L2/PRPF6/QKI/RAE1/RAN/RBM15B/RBM8A/RFTN1/RUVBL1/RUVBL2/SARNP/SEC13/SEH1L/SENP2/SETD2/SHQ1/SIDT2/SLBP/SMG5/SMG6/SMG7/SNUPN/SRSF3/SRSF7/SUPT6H/TGFBR2/THOC1/THOC2/THOC7/TOMM20/UPF1/XPO1/XPO5/YBX1/ZC3H11A/ZFP36/ZFP36L1/ZNF385A",108
"GO:0016570","GO:0016570","histone modification","206/5279","427/16438",1.65924525799686e-12,7.91204719563274e-10,6.59398844230657e-10,"AASS/ACTL6A/AKAP8/ARID4A/ASH1L/ASH2L/ATRX/ATXN7L3/AURKB/AUTS2/BAP1/BAZ1B/BCL6/BCOR/BEND3/BRCA1/BRCC3/BRD1/BRD4/BRD7/BRMS1/BRMS1L/BRPF1/BRPF3/CARM1/CCNA2/CCNB1/CDK5/CDK9/CHTOP/CRTC2/CTBP1/CTCF/CTCFL/CTNNB1/CTR9/CUL4B/DDB1/DDB2/DMAP1/DOT1L/EHMT1/EHMT2/ELK4/ENY2/EPC2/EYA1/EYA3/EYA4/EZH1/FBL/FBLL1/FBXL19/FMR1/GATA2/GFI1/GLYR1/HCFC1/HDAC1/HLCS/HUWE1/INCENP/ING2/ING4/ING5/JARID2/JDP2/JMJD1C/KANSL3/KAT2A/KAT5/KDM2A/KDM2B/KDM3A/KDM3B/KDM4A/KDM4B/KDM5C/KDM6B/LIF/MAPK3/MBD3/MCM3AP/MCRS1/MEAF6/MECOM/MECP2/MED24/MEN1/MIER1/MLLT6/MORF4L2/MSL2/MTA2/MTF2/MTHFR/MYB/MYSM1/NAA40/NAA50/NCAPG2/NCOA1/NEK11/NOC2L/NR1H4/NSD1/OGT/OTUB1/PADI2/PAF1/PARK7/PAXIP1/PBXIP1/PCGF2/PER1/PER2/PHB/PHC1/PHF19/PHF2/PIH1D1/PKN1/PPARGC1A/PPM1F/PPP5C/PRDM2/PRDM4/PRKAA2/PRKCA/PRMT1/PRMT2/PRMT5/PRMT7/PWP1/PYGO2/RBM14/RCOR2/RNF168/RNF20/RNF40/RPS6KA4/RPS6KA5/RTF1/RUVBL1/RUVBL2/RYBP/SART3/SET/SETD1A/SETD1B/SETD2/SETD3/SETD5/SETD6/SFPQ/SIN3A/SIN3B/SIRT2/SIRT6/SIRT7/SKI/SKP1/SMARCAD1/SMARCB1/SMYD3/SMYD5/SPHK2/SRCAP/SREBF1/SUPT3H/SUPT6H/SUV39H1/SUZ12/TADA2A/TADA2B/TADA3/TAF5L/TAF6L/TAF7/TBL1XR1/TET1/TET2/TRIM16/TRMT112/TRRAP/TWIST1/UBE2A/UBE2N/UFL1/UHRF1/USP15/USP22/USP7/VEGFA/WAC/WBP2/WDR5/WDR5B/WDR61/WDR70/WDR82/ZMPSTE24/ZNF274/ZNF335/ZNF451/ZZZ3",206
"GO:0006281","GO:0006281","DNA repair","214/5279","453/16438",7.85143702618703e-12,3.47650415180953e-09,2.89735736274631e-09,"ABL1/ACTL6A/ACTR2/ACTR5/ALKBH1/APEX1/APEX2/ARID2/ASCC1/ASCC2/ATR/ATRIP/ATRX/ATXN3/BABAM1/BACH1/BCCIP/BRCA1/BRCC3/BRIP1/BTG2/CDCA5/CDK9/CEBPG/CEP164/CETN2/CHAF1A/CHAF1B/CUL4A/CUL4B/DCLRE1A/DDB1/DDB2/DDX1/DHX9/DMAP1/DNA2/DOT1L/DTL/EGFR/EME1/EME2/EPC2/ERCC2/ERCC3/EYA1/EYA3/EYA4/FAM168A/FANCB/FANCC/FANCI/FEN1/FOXM1/FTO/FUS/FZR1/GADD45A/GEN1/GINS4/GTF2H1/GTF2I/HELB/HMGB1/HMGB2/HSF1/HUS1/HUWE1/IFFO1/IGHMBP2/INO80/INO80D/INO80E/INTS3/KAT5/KDM2A/KIF22/KIN/KLHL15/LIG1/LIG4/MAGEF1/MC1R/MCM2/MCM3/MCM4/MCM6/MCM7/MCRS1/MEN1/MLH1/MMS22L/MNAT1/MORF4L2/MSH2/MSH3/MSH4/MUS81/NBN/NFRKB/NHEJ1/NONO/NTHL1/NUDT1/NUDT16L1/OGG1/OTUB1/PARK7/PARP1/PARP3/PAXIP1/PDS5A/PIAS4/PIF1/PMS2/POLA1/POLD1/POLDIP2/POLE/POLH/POLI/POLM/POLN/POLR2I/POT1/PPP4R2/PPP5C/PRPF19/PRRX1/PSMD14/PTTG1/RAD23A/RAD23B/RAD50/RAD51AP1/RAD51C/RAD51D/RAD54B/RBBP8/RCHY1/RECQL5/REV3L/REXO4/RFC1/RFWD3/RMI2/RNASEH2A/RNF113A/RNF168/RNF169/RPA1/RPA2/RPA4/RUVBL1/RUVBL2/SAMHD1/SETD2/SFPQ/SIRT6/SIRT7/SMARCAD1/SMARCAL1/SMC1A/SMC3/SPIRE2/SSRP1/SUPT16H/SWSAP1/TDG/TDP1/TERF2IP/TEX264/TFIP11/TIMELESS/TNKS1BP1/TOPBP1/TP53BP1/TP73/TRAIP/TRIM28/TRIP13/TRRAP/TTC5/TWIST1/UBE2A/UBE2N/UBE2T/UBQLN4/UCHL5/UFL1/UHRF1/UPF1/USP10/USP28/USP45/USP47/USP7/VCP/VCPIP1/WDHD1/WDR33/WDR48/WDR70/WRNIP1/XPA/XPC/XRCC2/XRCC3/XRCC5/XRCC6/ZBTB7A/ZFYVE26/ZMPSTE24/ZSWIM7",214
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","145/5279","284/16438",2.02218488602678e-11,8.35701607231999e-09,6.96483047061012e-09,"ALYREF/C1QBP/C9orf78/CASC3/CD2BP2/CELF1/CELF2/CELF3/CELF4/CIRBP/CLNS1A/COIL/CWC15/CWF19L1/DAZAP1/DBR1/DDX1/DDX23/DDX39A/DDX5/DHX16/DHX38/DHX9/EFTUD2/EIF4A3/FAM172A/FMR1/FRG1/FXR2/GCFC2/GEMIN4/GEMIN5/GEMIN7/GPKOW/HNRNPA3/HNRNPF/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HSPA8/HTATSF1/IK/KHDRBS1/KHDRBS3/KHSRP/LARP7/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/MBNL1/MBNL2/MBNL3/METTL3/MPHOSPH10/NCBP1/NCL/NOVA1/NUP98/PABPC1/PLRG1/PNN/PPIL1/PQBP1/PRDX6/PRMT5/PRMT7/PRPF19/PRPF3/PRPF38A/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/PTBP1/PUF60/QKI/RALY/RAVER1/RAVER2/RBFOX2/RBM10/RBM11/RBM14/RBM15/RBM15B/RBM17/RBM19/RBM22/RBM23/RBM24/RBM3/RBM39/RBM4/RBM42/RBM8A/RBMX/RNF113A/RNPC3/RNPS1/SART3/SF1/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SFPQ/SFSWAP/SMU1/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/SRPK1/SRPK2/SRSF3/SRSF6/SRSF7/SRSF9/STRAP/SYNCRIP/TFIP11/TIA1/TXNL4B/U2AF1/U2AF2/UBL5/USP39/USP4/ZBTB7A/ZMAT2",145
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","143/5279","280/16438",2.70342631507464e-11,9.85796454538101e-09,8.21573768073458e-09,"ALYREF/C1QBP/C9orf78/CASC3/CD2BP2/CELF1/CELF2/CELF3/CELF4/CIRBP/CLNS1A/COIL/CWC15/CWF19L1/DAZAP1/DBR1/DDX1/DDX23/DDX39A/DDX5/DHX16/DHX38/DHX9/EFTUD2/EIF4A3/FAM172A/FMR1/FRG1/FXR2/GCFC2/GEMIN4/GEMIN5/GEMIN7/GPKOW/HNRNPA3/HNRNPF/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HSPA8/HTATSF1/IK/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/MBNL1/MBNL2/MBNL3/METTL3/NCBP1/NCL/NOVA1/NUP98/PABPC1/PLRG1/PNN/PPIL1/PQBP1/PRDX6/PRMT5/PRMT7/PRPF19/PRPF3/PRPF38A/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/PTBP1/PUF60/QKI/RALY/RAVER1/RAVER2/RBFOX2/RBM10/RBM11/RBM14/RBM15/RBM15B/RBM17/RBM19/RBM22/RBM23/RBM24/RBM3/RBM39/RBM4/RBM42/RBM8A/RBMX/RNF113A/RNPC3/RNPS1/SART3/SF1/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SFPQ/SFSWAP/SMU1/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/SRPK1/SRPK2/SRSF3/SRSF6/SRSF7/SRSF9/STRAP/SYNCRIP/TFIP11/TIA1/TXNL4B/U2AF1/U2AF2/UBL5/USP39/USP4/ZBTB7A/ZMAT2",143
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","143/5279","280/16438",2.70342631507464e-11,9.85796454538101e-09,8.21573768073458e-09,"ALYREF/C1QBP/C9orf78/CASC3/CD2BP2/CELF1/CELF2/CELF3/CELF4/CIRBP/CLNS1A/COIL/CWC15/CWF19L1/DAZAP1/DBR1/DDX1/DDX23/DDX39A/DDX5/DHX16/DHX38/DHX9/EFTUD2/EIF4A3/FAM172A/FMR1/FRG1/FXR2/GCFC2/GEMIN4/GEMIN5/GEMIN7/GPKOW/HNRNPA3/HNRNPF/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HSPA8/HTATSF1/IK/KHDRBS1/KHDRBS3/LARP7/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LUC7L2/LUC7L3/MBNL1/MBNL2/MBNL3/METTL3/NCBP1/NCL/NOVA1/NUP98/PABPC1/PLRG1/PNN/PPIL1/PQBP1/PRDX6/PRMT5/PRMT7/PRPF19/PRPF3/PRPF38A/PRPF39/PRPF4/PRPF40B/PRPF6/PRPF8/PTBP1/PUF60/QKI/RALY/RAVER1/RAVER2/RBFOX2/RBM10/RBM11/RBM14/RBM15/RBM15B/RBM17/RBM19/RBM22/RBM23/RBM24/RBM3/RBM39/RBM4/RBM42/RBM8A/RBMX/RNF113A/RNPC3/RNPS1/SART3/SF1/SF3A1/SF3A3/SF3B1/SF3B2/SF3B3/SF3B4/SFPQ/SFSWAP/SMU1/SNRNP200/SNRNP25/SNRNP40/SNRNP70/SNRPB/SNRPC/SNRPD1/SNRPD2/SNRPD3/SRPK1/SRPK2/SRSF3/SRSF6/SRSF7/SRSF9/STRAP/SYNCRIP/TFIP11/TIA1/TXNL4B/U2AF1/U2AF2/UBL5/USP39/USP4/ZBTB7A/ZMAT2",143
"GO:0043484","GO:0043484","regulation of RNA splicing","85/5279","145/16438",3.91980252934481e-11,1.34993643774491e-08,1.12505209438739e-08,"AHNAK/AHNAK2/C1QBP/CDK12/CELF1/CELF2/CELF3/CELF4/CIRBP/CLK1/DAZAP1/DDX5/ERN1/ESRP1/FAM172A/FAM50A/FASTK/FMR1/FUS/FXR2/GRSF1/HNRNPF/HNRNPH2/HNRNPK/HNRNPL/HNRNPU/HSPA1A/HSPA8/KHDRBS1/KHDRBS3/LARP7/MBNL1/MBNL2/MBNL3/NCBP1/NCL/NOVA1/NUP98/PIK3R1/POLR2A/PQBP1/PRDX6/PRPF19/PTBP1/PTBP2/PUF60/QKI/RAVER1/RAVER2/RBFOX2/RBM10/RBM11/RBM12B/RBM15/RBM15B/RBM22/RBM23/RBM24/RBM3/RBM38/RBM39/RBM4/RBM42/RBM8A/RBMX/RNPS1/RPS26/RRP1B/SF1/SF3B4/SFSWAP/SLC38A2/SMU1/SNRNP70/SRPK1/SRPK2/SRSF3/SRSF6/SRSF7/SRSF9/TIA1/TMBIM6/U2AF2/ZBTB7A/ZNF326",85
"GO:0050684","GO:0050684","regulation of mRNA processing","80/5279","135/16438",6.90569479651423e-11,2.25307379176798e-08,1.87773684550093e-08,"AHCYL1/C1QBP/CCNB1/CDK9/CELF1/CELF2/CELF3/CELF4/CIRBP/CPEB1/CPEB3/CPSF7/CTR9/DAZAP1/DDX5/DHX9/FAM172A/FMR1/FXR2/HNRNPK/HNRNPL/HNRNPU/HSF1/HSPA8/KHDRBS1/KHDRBS3/LARP7/MBNL1/MBNL2/MBNL3/NCBP1/NCL/NOVA1/NUP98/PAF1/PAPOLA/PRDX6/PRPF19/PTBP1/PUF60/QKI/RAVER1/RAVER2/RBFOX2/RBM10/RBM11/RBM15/RBM15B/RBM23/RBM24/RBM3/RBM39/RBM4/RBM42/RBM8A/RBMX/RNF20/RNF40/RNPS1/SAFB/SAFB2/SF1/SF3B4/SFSWAP/SLTM/SMU1/SNRNP70/SRPK1/SRPK2/SRSF3/SRSF6/SRSF7/SRSF9/SUPT5H/SUPT6H/TIA1/U2AF2/ZBTB7A/ZC3H14/ZFP36L1",80
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","190/5279","402/16438",1.11955148383083e-10,3.47004982413365e-08,2.89197825402194e-08,"ABCA2/ADAM9/ADRB2/AKT1/AKT2/ANKIB1/APP/ARIH1/ARIH2/ARNT/ATF6/ATG16L1/ATG7/ATXN3/AXIN1/BAD/BAG3/BAG6/BAX/BCAP31/BCL2L11/BID/BNIP3L/BTG2/C9orf72/CAV1/CCDC22/CDC20/CELF1/CHFR/CLU/CNOT7/CPEB3/CSNK1D/CTSC/DAB2/DAB2IP/DAPK1/DCP1A/DCP2/DDA1/DVL1/EXOSC3/EXOSC5/EXOSC9/FBXL5/FBXO7/FBXW7/FGF21/FMR1/FTO/FURIN/FYCO1/FZR1/GBA/GCLC/GRSF1/GSK3A/GTPBP1/HECTD1/HERPUD1/HIF1A/HMGB1/HMOX1/HNRNPD/HNRNPR/HSF1/HSP90AA1/HSPA1A/HSPA1B/HSPB8/HSPBP1/HTT/INSR/IRGM/IRS1/KAT5/KCNQ1OT1/KEAP1/KHSRP/LARP1/LDLR/LRP1/LRP2/MAGEF1/MAPK3/MDM2/METTL3/MID2/MLH1/MOV10/MSN/MTDH/NKD2/NNT/NOD2/NUPR1/OPTN/PABPC1/PACSIN3/PARK7/PARN/PATL1/PDE12/PIK3CB/PIP4K2B/PIP4K2C/PLEKHF1/PLK1/PLK2/PLK3/POLR2D/POLR2G/PPARA/PRICKLE1/PRKAA2/PRR5L/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/PTPN1/PTTG1IP/RAB3GAP1/RAD23A/RALB/RBM24/RC3H1/RC3H2/RCHY1/RDX/RGMA/RIPK2/RNF128/RNF14/RNF144A/RNF152/RNF185/RNF40/RNFT2/ROCK1/SAMD4A/SAMD4B/SESN2/SESN3/SGTA/SH3D19/SIRT2/SIRT6/SMCR8/SOCS4/SUPT5H/SUPV3L1/SVIP/TBK1/TMEM59/TNFAIP3/TNRC6B/TOB1/TP53INP1/TP53INP2/TRIB2/TRIB3/TRIM13/TRIM14/TRIM5/TRIM6/TRIM65/TRIM8/TSC2/TWIST1/UFL1/UPF1/USP13/USP5/VCP/VDAC1/VGLL4/VPS13D/VPS35/WAC/YTHDF2/YTHDF3/ZC3H12A/ZC3H18/ZC3HAV1/ZER1/ZFP36/ZFP36L1",190
"GO:0051168","GO:0051168","nuclear export","83/5279","144/16438",2.16160986076305e-10,6.38086644136675e-08,5.31788531159151e-08,"ABCE1/AHCYL1/ALKBH5/ALYREF/ANP32B/BAG3/CDK5/CHTOP/CSE1L/DDX19A/DDX39A/DHX9/DNAJC27/EIF6/EMD/ENY2/FYTTD1/GAS6/GLE1/KHDRBS1/LSG1/LTV1/MCM3AP/MDM2/NCBP1/NEMF/NMD3/NOL6/NSUN2/NUP107/NUP133/NUP188/NUP214/NUP85/NUP88/NUP93/NUTF2/NXF1/NXF3/NXT1/PABPN1/PARK7/PHAX/PKD1/POLDIP3/POLR2D/POM121/POM121C/POM121L2/PRKACA/PTPN11/RAE1/RAN/RANBP3/RANBP3L/RANGAP1/RAPGEF3/RBM15B/RBM22/RPS15/RRS1/SARNP/SDAD1/SETD2/SFN/SIRT7/SMG5/SMG6/SMG7/SRSF3/SUPT6H/TGFB1/THOC1/THOC2/THOC7/UPF1/XPO1/XPO4/XPO5/XPO6/XPO7/YWHAE/ZC3H11A",83
"GO:0050657","GO:0050657","nucleic acid transport","86/5279","152/16438",3.77195941332609e-10,9.94508817197285e-08,8.28834748355723e-08,"ALKBH5/ALYREF/ARC/ATXN2/CASC3/CETN2/CETN3/CHTOP/DDX19A/DDX39A/DHX9/EIF4A3/EIF5A/EIF5AL1/ENY2/FMR1/FYTTD1/GLE1/HNRNPA3/HSF1/IGF2BP1/IGF2BP2/KHDRBS1/KHSRP/MCM3AP/MVP/MYO1C/NCBP1/NOL6/NSUN2/NUP107/NUP133/NUP188/NUP205/NUP210/NUP214/NUP50/NUP54/NUP85/NUP88/NUP93/NUP98/NUTF2/NXF1/NXF3/NXT1/NXT2/PABPN1/PHAX/POLDIP3/POLR2D/POM121/POM121C/POM121L2/QKI/RAE1/RAN/RBM15B/RBM8A/RFTN1/SARNP/SEC13/SEH1L/SENP2/SETD2/SIDT2/SLBP/SMG5/SMG6/SMG7/SNUPN/SRSF3/SRSF7/SUPT6H/TGFBR2/THOC1/THOC2/THOC7/TOMM20/UPF1/XPO1/XPO5/YBX1/ZC3H11A/ZFP36/ZFP36L1",86
"GO:0050658","GO:0050658","RNA transport","86/5279","152/16438",3.77195941332609e-10,9.94508817197285e-08,8.28834748355723e-08,"ALKBH5/ALYREF/ARC/ATXN2/CASC3/CETN2/CETN3/CHTOP/DDX19A/DDX39A/DHX9/EIF4A3/EIF5A/EIF5AL1/ENY2/FMR1/FYTTD1/GLE1/HNRNPA3/HSF1/IGF2BP1/IGF2BP2/KHDRBS1/KHSRP/MCM3AP/MVP/MYO1C/NCBP1/NOL6/NSUN2/NUP107/NUP133/NUP188/NUP205/NUP210/NUP214/NUP50/NUP54/NUP85/NUP88/NUP93/NUP98/NUTF2/NXF1/NXF3/NXT1/NXT2/PABPN1/PHAX/POLDIP3/POLR2D/POM121/POM121C/POM121L2/QKI/RAE1/RAN/RBM15B/RBM8A/RFTN1/SARNP/SEC13/SEH1L/SENP2/SETD2/SIDT2/SLBP/SMG5/SMG6/SMG7/SNUPN/SRSF3/SRSF7/SUPT6H/TGFBR2/THOC1/THOC2/THOC7/TOMM20/UPF1/XPO1/XPO5/YBX1/ZC3H11A/ZFP36/ZFP36L1",86
"GO:0006401","GO:0006401","RNA catabolic process","127/5279","249/16438",3.85033257182365e-10,9.94508817197285e-08,8.28834748355723e-08,"AKT1/ALKBH5/ANGEL2/APEX1/BTG2/CARHSP1/CASC3/CELF1/CIRBP/CNOT10/CNOT7/CPEB3/CSDE1/DCP1A/DCP2/DDX49/DDX5/DHX34/DHX9/DICER1/DIS3L/DKC1/DNA2/E2F1/EDC3/EDC4/EIF4A3/ELAVL1/ERN1/EXOSC10/EXOSC3/EXOSC5/EXOSC6/EXOSC9/FASTK/FASTKD5/FEN1/FMR1/FTO/FUS/FXR2/GDNF/GRSF1/GTPBP1/HNRNPA0/HNRNPD/HNRNPM/HNRNPR/HNRNPU/HSPA1A/HSPA1B/IGF2BP1/KCNQ1OT1/KHSRP/LARP1/LARP4B/LSM2/LSM4/LSM5/LSM6/LSM7/MAPKAPK2/METTL3/MLH1/MOV10/MRPL44/MRTO4/MTOR/NCBP1/NSUN2/NUDT16/PABPC1/PABPC4/PAIP1/PARN/PATL1/PDE12/PHAX/POLR2D/POLR2G/POP1/PPP1R8/PRKCA/PRR5L/RBM10/RBM24/RBM8A/RC3H1/RC3H2/RNASEH2A/RNASEH2B/RNASEH2C/RNH1/RNPS1/ROCK1/SAMD4A/SAMD4B/SECISBP2/SIDT2/SLIRP/SMG5/SMG6/SMG7/SMG8/SMG9/SUPV3L1/SYNCRIP/TBRG4/TIRAP/TNRC6B/TOB1/TRAF2/TRAF5/UPF1/VIM/XRN1/XRN2/YBX1/YTHDF2/YTHDF3/ZC3H12A/ZC3H14/ZC3H18/ZC3HAV1/ZFP36/ZFP36L1/ZHX2",127
"GO:0006364","GO:0006364","rRNA processing","109/5279","206/16438",4.32580094735342e-10,1.07262560290575e-07,8.93938149457288e-08,"ABT1/BMS1/BRIX1/BYSL/CHD7/DDX18/DDX21/DDX27/DDX47/DDX49/DDX51/DDX54/DDX56/DHX37/DKC1/EBNA1BP2/EIF4A3/EIF6/EMG1/ERCC2/ERI2/ERI3/EXOSC10/EXOSC3/EXOSC5/EXOSC6/EXOSC9/FBL/FBLL1/FCF1/FRG1/FTSJ3/GEMIN4/HEATR1/HELB/IMP3/IMP4/KRI1/LSM6/MAK16/MDN1/MPHOSPH10/MRPL1/MRPS11/MRTO4/NAT10/NGDN/NHP2/NOC4L/NOL10/NOL11/NOL6/NOL8/NOL9/NOLC1/NOP10/NOP14/NOP2/NSUN5/NUDT16/PA2G4/PDCD11/PES1/PIH1D1/POP4/PPAN/PWP1/PWP2/REXO4/RIOK3/RPL10A/RPL26/RPL7L1/RPP30/RPP40/RPS15/RPS27/RPUSD1/RPUSD4/RRP1/RRP15/RRP1B/RRP36/RRP7A/RRP9/RRS1/RSL1D1/SBDS/SHQ1/SIRT7/SRFBP1/SUV39H1/TFB1M/TRMT112/TSR1/TSR2/URB1/UTP14A/UTP15/UTP18/UTP20/UTP3/WDR18/WDR43/WDR46/WDR55/WDR74/XRN2/YTHDF2",109
"GO:0016571","GO:0016571","histone methylation","72/5279","121/16438",4.71003207425712e-10,1.12298033955077e-07,9.35904349006233e-08,"AASS/ARID4A/ASH1L/ASH2L/ATRX/AUTS2/BCOR/BEND3/BRCA1/BRD4/CARM1/CHTOP/CTCF/CTCFL/CTNNB1/CTR9/DOT1L/EHMT1/EHMT2/EZH1/FBL/FBLL1/GFI1/JARID2/KDM3A/KDM4A/MECOM/MECP2/MEN1/MLLT6/MTF2/MTHFR/MYB/NR1H4/NSD1/OGT/PAF1/PAXIP1/PHF19/PIH1D1/PRDM2/PRDM4/PRMT1/PRMT2/PRMT5/PRMT7/PWP1/PYGO2/RNF20/RTF1/SETD1A/SETD1B/SETD2/SETD3/SETD5/SETD6/SIRT7/SMARCB1/SMYD3/SMYD5/SUPT6H/SUV39H1/SUZ12/TET1/TET2/TRMT112/WDR5/WDR5B/WDR61/WDR82/ZNF274/ZNF335",72
"GO:0016072","GO:0016072","rRNA metabolic process","113/5279","216/16438",5.10310976425969e-10,1.14983254860855e-07,9.58283279743038e-08,"ABT1/BMS1/BRIX1/BYSL/CHD7/DDX18/DDX21/DDX27/DDX47/DDX49/DDX51/DDX54/DDX56/DHX37/DIS3L/DKC1/EBNA1BP2/EIF4A3/EIF6/EMG1/ERCC2/ERI2/ERI3/EXOSC10/EXOSC3/EXOSC5/EXOSC6/EXOSC9/FBL/FBLL1/FCF1/FRG1/FTSJ3/GEMIN4/HEATR1/HELB/IMP3/IMP4/KRI1/LSM6/MAK16/MAPT/MDN1/MPHOSPH10/MRPL1/MRPL44/MRPS11/MRTO4/NAT10/NGDN/NHP2/NOC4L/NOL10/NOL11/NOL6/NOL8/NOL9/NOLC1/NOP10/NOP14/NOP2/NSUN5/NUDT16/PA2G4/PDCD11/PES1/PIH1D1/POP4/PPAN/PWP1/PWP2/REXO4/RIOK3/RPL10A/RPL26/RPL7L1/RPP30/RPP40/RPS15/RPS27/RPUSD1/RPUSD4/RRP1/RRP15/RRP1B/RRP36/RRP7A/RRP9/RRS1/RSL1D1/SBDS/SHQ1/SIRT7/SRFBP1/SUV39H1/TFB1M/TRMT112/TSR1/TSR2/URB1/UTP14A/UTP15/UTP18/UTP20/UTP3/WDR18/WDR43/WDR46/WDR55/WDR74/XRN1/XRN2/YTHDF2",113
